bookID,title,authors,average_rating,isbn,isbn13
7637,The Good Soldier,Ford Madox Ford-Frank Kermode,3.72,1593082681,9.78E+12
7656,Fahrenheit 451,Ray Bradbury,3.98,8445074873,9.79E+12
7661,Next,Michael Crichton,3.49,60872985,9.78E+12
7662,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,4.06,517084791,9.78E+12
7663,A Case of Need,Jeffery Hudson-Michael Crichton,3.7,451210638,9.78E+12
7664,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,3.99,517101351,9.78E+12
7665,Travels,Michael Crichton,3.95,60509058,9.78E+12
7667,Airframe,Michael Crichton,3.7,99556316,9.78E+12
7668,Rising Sun,Michael Crichton,3.63,606298231,9.78E+12
7669,Timeline,Michael Crichton,3.84,99244721,9.78E+12
7670,The Andromeda Strain (Andromeda #1),Michael Crichton,3.89,60541814,9.78E+12
7672,Congo,Michael Crichton,3.58,60541830,9.78E+12
7673,Eaters of the Dead,Michael Crichton,3.66,60891564,9.78E+12
7674,The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton-Stephen Lang-Anthony Heald-Blair Brown,4.16,739340336,9.78E+12
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,4.01,030734813X,9.78E+12
7679,The Terminal Man,Michael Crichton,3.36,60092572,9.78E+12
7681,Five Patients,Michael Crichton,3.48,345354648,9.78E+12
7682,The Great Train Robbery,Michael Crichton,3.85,553129198,9.78E+12
7684,Twister,Michael Crichton-Anne-Marie Martin,3.63,345409701,9.78E+12
7685,The Secret of Santa Vittoria,Robert Crichton,4.13,881842672,9.78E+12
7687,Peter Pan and Other Plays,J.M. Barrie-Peter Hollindale,3.99,192839195,9.78E+12
7688,Managing the Professional Service Firm,David H. Maister,4.11,743231562,9.78E+12
7694,Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon-Jane P. Laudon,3.54,131538411,9.78E+12
7695,Holy the Firm,Annie Dillard,4.22,60915439,9.78E+12
7697,Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,3.82,743284798,9.78E+12
7700,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw-Sandie Byrne,3.94,393977536,9.78E+12
7703,The Portable Bernard Shaw,George Bernard Shaw-Stanley Weintraub,4,140150900,9.78E+12
7707,Pygmalion & My Fair Lady,George Bernard Shaw-Alan Jay Lerner,4.25,451530098,9.78E+12
7708,Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,3.55,394604806,9.78E+12
7714,Pygmalion,George Bernard Shaw,3.9,486282228,9.78E+12
7716,Plays Pleasant,George Bernard Shaw-Dan H. Laurence-W.J. McCormack,3.92,140437940,9.78E+12
7717,The Metamorphosis (Graphic Novel Adaptation),Peter Kuper-Franz Kafka-Kerstin Hasenpusch,3.77,1400047951,9.78E+12
7718,The Metamorphosis,Franz Kafka-Peter Kuper-Kerstin Hasenpusch,3.77,1400052998,9.78E+12
7721,The Metamorphosis,Franz Kafka-Stanley Corngold,3.8,393967972,9.78E+12
7723,The Metamorphosis and Other Stories,Franz Kafka-Jason Baker-Donna Freed,4.03,1593080298,9.78E+12
7724,The Metamorphosis and Other Stories,Franz Kafka-Stanley Appelbaum,4.03,486290301,9.78E+12
7727,Antigone,Jean Anouilh,3.81,9990824495,9.79E+12
7728,Antigone (The Theban Plays  #3),Sophocles-J.E. Thomas,3.63,1580493882,9.78E+12
7731,Antigone's Claim: Kinship Between Life and Death,Judith Butler,3.76,231118953,9.78E+12
7733,Gulliver's Travels,Jonathan Swift-Robert DeMaria Jr.,3.56,141439491,9.78E+12
7734,Gulliver's Travels,Jonathan Swift-Claude Julien Rawson-Ian Higgins,3.56,192805347,9.78E+12
7737,Gulliver's Travels,Jonathan Swift-David Case,3.56,1400102723,9.78E+12
7739,Gulliver's Travels,Gill Harvey-Jonathan Swift,3.34,794503292,9.78E+12
7740,Gulliver's Travels,Martin Woodside-Jamel Akib-Arthur Pober-Jonathan Swift,3.93,1402726627,9.78E+12
7741,Gulliver's Travels,Jonathan Swift-Robert Hardy,3.56,1844560341,9.78E+12
7742,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,60838744,9.78E+12
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,679785892,9.78E+12
7746,Fear and Loathing in Las Vegas and Other American Stories (Modern Library),Hunter S. Thompson-Ralph Steadman,4.21,679602984,9.78E+12
7747,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,7204493,9.78E+12
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.11,446698229,9.78E+12
7749,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,446313939,9.78E+12
7750,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,445084316,9.78E+12
7752,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,4.07,684873168,9.78E+12
7757,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts-Jeffrey Fisher,3.67,822013541,9.78E+12
7763,The Joy Luck Club,Amy Tan,3.91,143038095,9.78E+12
7767,The Joy Luck Club (Oxford Bookworms Library: Stage 6 Reader),Clare West-Amy Tan,4.3,194230899,9.78E+12
7769,Dr. Seuss's ABC,Dr. Seuss,4.08,679882812,9.78E+12
7772,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,394800915,9.78E+12
7775,Happy Birthday to You!,Dr. Seuss,4.12,394800761,9.78E+12
7777,McElligot's Pool,Dr. Seuss,4.07,394800834,9.78E+12
7778,The Cat in the Hat,Dr. Seuss,4.16,679891110,9.78E+12
7779,Horton Hears a Who!,Dr. Seuss,4.17,679800034,9.78E+12
7781,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,039484484X,9.78E+12
7783,Oh Say Can You Say?,Dr. Seuss,4.01,7175221,9.78E+12
7784,The Lorax,Dr. Seuss,4.35,679889108,9.78E+12
7785,I Can Read With My Eyes Shut!,Dr. Seuss,4.2,7158513,9.78E+12
7786,¡Horton escucha a quién!,Dr. Seuss-Yanitzia Canetti,4.17,1930332351,9.78E+12
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss-Various,4.41,807218731,9.78E+12
7789,Daisy-Head Mayzie,Dr. Seuss,3.86,679867120,9.78E+12
7791,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear-Art Spiegelman-Dr. Seuss,4.18,1565847040,9.78E+12
7793,Dr. Seuss's ABC (Book & CD),Dr. Seuss,4.08,375834966,9.78E+12
7796,Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss-Jennifer Morrish Tunberg-Terence Tunberg-Terence O. Tunberg-Guenevera Tunberg-Terentio Tunberg,4.16,865164711,9.78E+12
7797,Ten Apples Up On Top!,Theo LeSieg-Dr. Seuss-Roy McKie,4.12,7169973,9.78E+12
7803,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,3.94,62516590,9.78E+12
7805,Pale Fire,Vladimir Nabokov,4.17,141185260,9.78E+12
7806,Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,4.22,691089574,9.78E+12
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov-Brian Boyd,4.41,1883011191,9.78E+12
7811,A Friend of the Earth,T. Coraghessan Boyle,3.67,747553467,9.78E+12
7815,The Year of Magical Thinking,Joan Didion,3.88,1400078431,9.78E+12
7816,Slouching Towards Bethlehem,Joan Didion,4.22,7115229,9.78E+12
7817,The White Album,Joan Didion,4.17,6545866,9.78E+12
7821,Seduction and Betrayal: Women and Literature,Elizabeth Hardwick-Joan Didion,4.06,940322781,9.78E+12
7828,Slouching Toward Bethlehem,Joan Didion,4.22,440080274,9.78E+12
7830,After Henry,Joan Didion,3.82,679745394,9.78E+12
7841,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,4.34,740720120,9.78E+12
7842,Another Day in Cubicle Paradise,Scott Adams,3.99,740721941,9.78E+12
7845,Moby Dick,Herman Melville,3.49,140620621,9.78E+12
7847,Moby-Dick,Herman Melville-Nathaniel Philbrick,3.49,142000086,9.78E+12
7848,Moby-Dick; or  The Whale,Herman Melville-Rockwell Kent-Elizabeth Hardwick,3.49,067978327X,9.78E+12
7849,Moby Dick  or The Whale,Herman Melville-Harrison Hayford-Hershel Parker,3.49,810119110,9.78E+12
7850,The Girl in the Flammable Skirt,Aimee Bender,3.88,385492162,9.78E+12
7855,Planet of Slums,Mike  Davis,3.91,1844670228,9.78E+12
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,4.1,1859843824,9.78E+12
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón-Mike  Davis,4.07,1931859353,9.78E+12
7864,Days Between Stations,Steve Erickson,3.99,708837581,9.78E+12
7865,Days Between Stations,Steve Erickson,3.99,743265696,9.78E+12
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4,752864327,9.78E+12
7881,Little Plum,Rumer Godden-Jean Primrose,4.22,140307370,9.78E+12
7885,On the Banks of Plum Creek (Little House  #4),Laura Ingalls Wilder-Garth Williams,4.2,590488155,9.78E+12
7890,Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace-Vera Neville,4.31,64405443,9.78E+12
7891,Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace-Vera Neville,4.13,64405451,9.78E+12
7894,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace-Lois Lenski,4.17,64400999,9.78E+12
7895,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,4.29,971316821,9.78E+12
7896,Early Candlelight,Maud Hart Lovelace-Rhoda R. Gilman,3.66,873512693,9.78E+12
7898,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace-Vera Neville,4.31,006440546X,9.78E+12
7899,The Betsy-Tacy Treasury (Betsy-Tacy  #1–4),Maud Hart Lovelace-Lois Lenski,4.55,60249196,9.78E+12
7900,Between Deep Valley and the Great World: Maud Hart Lovelace in Minneapolis,Amy Dolnick,3.9,964084600,9.78E+12
7901,Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace-Vera Neville,4.17,64405478,9.78E+12
7905,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace-Lois Lenski,4.21,690134495,9.78E+12
7906,Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace-Vera Neville,4.23,64408582,9.78E+12
7907,Heaven to Betsy (Betsy-Tacy  #5),Maud Hart Lovelace-Vera Neville,4.29,64401103,9.78E+12
7909,Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace-Lois Lenski,4.07,64400964,9.78E+12
7911,Five Little Peppers and How They Grew,Margaret Sidney,4.03,1416916172,9.78E+12
7914,Five Little Peppers at School,Margaret Sidney-Barbara Cooney,3.91,044040035X,9.78E+12
7924,All-of-a-Kind Family Uptown,Sydney Taylor,4.28,929093097,9.78E+12
7926,All-of-a-Kind Family,Sydney Taylor,4.22,385732953,9.78E+12
7934,Baby Island,Carol Ryrie Brink,4.04,059033221X,9.78E+12
7938,Winter Cottage,Carol Ryrie Brink,4.15,20419708,9.78E+12
7941,Betsy's Little Star,Carolyn Haywood,4.05,440401720,9.78E+12
7945,Eddie and Louella,Carolyn Haywood,4,688212549,9.78E+12
7946,Eddie's Valuable Property,Carolyn Haywood,4.08,688320147,9.78E+12
7955,Empire (Empire  #1),Orson Scott Card,3.43,765316110,9.78E+12
7956,Treason,Orson Scott Card,3.9,765309041,9.78E+12
7957,First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.83,765347989,9.78E+12
7958,Sarah (Women of Genesis  #1),Orson Scott Card,3.88,765341174,9.78E+12
7959,Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,765341298,9.78E+12
7960,How to Write Science Fiction and Fantasy,Orson Scott Card,3.9,898794161,9.78E+12
7961,Saints,Orson Scott Card,3.53,312876068,9.78E+12
7962,Heartfire (Tales of Alvin Maker  #5),Orson Scott Card,3.7,1841490326,9.78E+12
7965,Homebody,Orson Scott Card,3.39,61093998,9.78E+12
7966,Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,076534128X,9.78E+12
7967,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.06,812550757,9.78E+12
7968,Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,812524268,9.78E+12
7971,The Call of Earth (Homecoming  #2),Orson Scott Card,3.58,812532619,9.78E+12
7972,Shadow of the Hegemon (Shadow  #2),Orson Scott Card-David Birney-Scott Brick-Gabrielle de Cuir-Scott Sowers,3.94,1593974809,9.78E+12
7973,Enchantment,Orson Scott Card,3.9,345482409,9.78E+12
7974,Voyage of Slaves (Flying Dutchman  #3),Brian Jacques-David Elliot,4.13,399245499,9.78E+12
7975,High Rhulain (Redwall  #18),Brian Jacques-David Elliot,4.12,399242082,9.78E+12
7983,Salamandastron (Redwall  #5),Brian Jacques-Gary Chalk,4.06,142501522,9.78E+12
7987,The Legend of Luke (Redwall  #12),Brian Jacques,4,142501093,9.78E+12
7996,Redwall (Redwall  #1),Brian Jacques,4.13,1862301387,9.78E+12
7997,Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques-Ian Schoenherr,3.99,142501182,9.78E+12
7998,Outcast of Redwall (Redwall  #8),Brian Jacques,3.92,142401420,9.78E+12
8001,Triss (Redwall  #15),Brian Jacques-Allan Curless,3.98,142402486,9.78E+12
8004,A Redwall Winter's Tale,Brian Jacques-Christopher Denise,4.13,142401986,9.78E+12
8012,Mr. Impossible,Roger Hargreaves,3.94,084317420X,9.78E+12
8013,Mr. Christmas,Roger Hargreaves-Adam Hargreaves,3.64,843121106,9.78E+12
8014,Mr. Bump,Roger Hargreaves,4.03,843178388,9.78E+12
8016,Little Miss Bad (Little Miss Books  #32),Roger Hargreaves-Adam Hargreaves,3.89,749858532,9.78E+12
8019,Little Miss Birthday,Roger Hargreaves-Adam Hargreaves,4,843121319,9.78E+12
8020,Little Miss Scary,Roger Hargreaves-Adam Hargreaves,3.73,749858524,9.78E+12
8032,Mr. Jelly and the Pirates,Roger Hargreaves-Adam Hargreaves,3.82,084312492X,9.78E+12
8044,Grandma Baa (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.12,679801243,9.78E+12
8048,Bill Buzz (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.67,679801154,9.78E+12
8051,Gary Grizzle (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.5,679801251,9.78E+12
8053,Charlie Oink (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.33,067980126X,9.78E+12
8060,Madame Je-Sais-Tout,Roger Hargreaves,3.75,2010189140,9.78E+12
8062,The Poppy Seed Cakes,Margery Clark-Maud Petersham-Miska Petersham,4.4,385074573,9.78E+12
8065,Cloudy with a Chance of Meatballs,Judi Barrett-Ron Barrett-Linda Terheyden-Jerry Terheyden,4.16,941078914,9.78E+12
8067,Cloudy with a Chance of Meatballs,Judi Barrett-Ron Barrett-Linda Terheyden-Jerry Terheyden,4.16,1591127017,9.78E+12
8069,Pickles To Pittsburgh (Cloudy with a Chance of Meatballs  #2),Judi Barrett-Ron Barrett,3.7,439202248,9.78E+12
8073,Cloudy With a Chance of Meatballs,Judi Barrett-Ron Barrett,4.16,689707495,9.78E+12
8074,The Wind Thief,Judi Barrett-Diane Dawson Hearn,3.8,689305648,9.78E+12
8077,Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett-Ron Barrett,4.1,1595191356,9.78E+12
8084,Beauty,Robin McKinley,4.05,60753102,9.78E+12
8086,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,142302333,9.78E+12
8087,Deerskin,Robin McKinley,3.89,441012396,9.78E+12
8088,Sunshine,Robin McKinley,3.85,515138819,9.78E+12
8089,Rose Daughter,Robin McKinley,3.77,441005837,9.78E+12
8091,The Door in the Hedge,Robin McKinley,3.68,698119606,9.78E+12
8092,The Blue Sword,Robin McKinley,4.23,141311886,9.78E+12
8093,The Stone Fey,Robin McKinley-John Clapp,3.35,152000178,9.78E+12
8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.24,451528824,9.78E+12
8134,Anne of Green Gables,L.M. Montgomery-Barbara Caruso,4.24,1419326961,9.78E+12
8137,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.81,553560689,9.78E+12
8141,Anne of Avonlea,L.M. Montgomery-Clare Sieffert,4.22,448400634,9.78E+12
8146,The Stories of Vladimir Nabokov,Vladimir Nabokov,4.3,679729976,9.78E+12
8147,The Gift,Vladimir Nabokov-Michael Scammell-Dmitri Nabokov,4,141185872,9.78E+12
8148,Lectures on Literature,Vladimir Nabokov-Fredson Bowers-John Updike,4.33,156027755,9.78E+12
8149,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov-Brian Boyd,4.38,1883011183,9.78E+12
8150,The American Years,Brian Boyd,4.31,691024715,9.78E+12
8151,Laughter in the Dark,Vladimir Nabokov,3.96,811216748,9.78E+12
8153,The Luzhin Defense,Vladimir Nabokov-Michael Scammell,3.95,679727221,9.78E+12
8154,King  Queen  Knave,Vladimir Nabokov-Dmitri Nabokov,3.81,141185775,9.78E+12
8155,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.17,031235326X,9.78E+12
8162,The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.61,312354606,9.78E+12
8172,Superman: Birthright,Mark Waid-Alfred Gough-Miles Millar-Dave McCaig-Gerry Alanguilan-Leinil Francis Yu,4.13,1401202527,9.78E+12
8174,Dark Birthright,Jeanne Treat-Jane Starr Weils,3.63,097216748X,9.78E+12
8178,Birthright (Diablo: The Sin War  #1),Richard A. Knaak,3.74,743471229,9.78E+12
8183,Birthright,Joseph Amiel,3.86,241115078,9.78E+12
8185,Deeds,Joseph Amiel,3.59,747402469,9.78E+12
8196,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson-Laura Ingalls Wilder,4.3,60278420,9.78E+12
8197,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder-Stephen W. Hines,3.95,1400307848,9.78E+12
8199,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder-Stephen W. Hines,3.84,1400307856,9.78E+12
8200,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,Laura Ingalls Wilder,4.14,60724919,9.78E+12
8202,Laura Ingalls Wilder: A Biography,William   Anderson,4.2,60885521,9.78E+12
8203,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder-Roger Lea MacBride-Margot Patterson Doss,3.84,64400816,9.78E+12
8204,The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder-William   Anderson,4.08,64461963,9.78E+12
8205,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder-Stephen W. Hines,3.89,1400307864,9.78E+12
8206,The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke-Peter Gandy,3.95,140008279X,9.78E+12
8213,The Erotic Phenomenon,Jean-Luc Marion-Stephen E. Lewis,4.04,226505367,9.78E+12
8214,The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas-Lawrence Vogel-Eleonore Jonas,4.23,810117495,9.78E+12
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley-Renée Graef,4.14,64407144,9.78E+12
8221,Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.11,380016362,9.78E+12
8227,Winter Days in the Big Woods,Laura Ingalls Wilder-Renée Graef,4.28,64433730,9.78E+12
8230,Winter on the Farm,Laura Ingalls Wilder-Renée Graef-Jody Wheeler,4.13,006440692X,9.78E+12
8233,Summertime in the Big Woods,Laura Ingalls Wilder-Renée Graef,4.18,64434974,9.78E+12
8244,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant-Jim LaMarche,4.04,64409902,9.78E+12
8246,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder-Richard  Hull,3.97,385325339,9.78E+12
8252,Farmer Boy (Little House  #3),Laura Ingalls Wilder-Garth Williams,4.06,60885386,9.78E+12
8253,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder-Garth Williams,4.18,60885432,9.78E+12
8254,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder-Renée Graef-Heather Henson,4.22,64420817,9.78E+12
8255,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins-Christina Wyss Eriksson-Mary Collier,4.05,64462048,9.78E+12
8256,Christmas in the Big Woods,Laura Ingalls Wilder-Renée Graef,4.19,64434877,9.78E+12
8279,Christmas In The Big Woods (Little House),Laura Ingalls Wilder-Renée Graef,4.19,590928899,9.78E+12
8282,The Long Winter (Little House  #6),Laura Ingalls Wilder-Garth Williams,4.14,60885424,9.78E+12
8285,A Little House Birthday,Laura Ingalls Wilder-Doris Ettlinger,4.13,006443494X,9.78E+12
8290,The Deer in the Wood,Laura Ingalls Wilder-Renée Graef,4.17,64434982,9.78E+12
8296,The First Four Years  (Little House  #9),Laura Ingalls Wilder-Garth Williams,3.88,60885459,9.78E+12
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker-Garth Williams,4.14,64460908,9.78E+12
8335,Let the Hurricane Roar,Rose Wilder Lane,3.96,64401588,9.78E+12
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder-Garth Williams,4.18,60885378,9.78E+12
8340,Laura Ingalls Wilder Country: The People and Places in Laura Ingalls Wilder's Life and books,William   Anderson,4.23,613926552,9.78E+12
8359,Flowers (Eyewitness Explorers),David Burnie,4,789422131,9.78E+12
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie-Don E. Wilson,4.52,756616344,9.78E+12
8370,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg-Walt Disney Company,4.33,786864028,9.78E+12
8373,El Reino Animal,Sergio Ramírez,3.69,9707705736,9.79E+12
8417,Tree (Eyewitness Books),David Burnie-Peter K. Chadwick,4.07,789458209,9.78E+12
8425,Get a Grip on Evolution,David Burnie,3.72,737000368,9.78E+12
8428,Insects & Spiders,David Burnie,4.33,783548818,9.78E+12
8486,The Prophet of Yonwood,Jeanne DuPrau,3.27,375875263,9.78E+12
8489,Muhammad: A Prophet for Our Time,Karen Armstrong,4.04,60598972,9.78E+12
8492,Prophet,Frank E. Peretti,3.94,1581345267,9.78E+12
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.12,922729360,9.78E+12
8495,Hailstones and Halibut Bones,Mary O'Neill-John Wallner,4.32,385410786,9.78E+12
8499,The Second Sex,Simone de Beauvoir-H.M. Parshley-Margaret Crosland,4.12,1857151372,9.78E+12
8500,The Second Sex,Simone de Beauvoir-H.M. Parshley,4.12,009974421X,9.78E+12
8501,The Church and the Second Sex,Mary Daly,3.81,807011010,9.78E+12
8506,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,3.99,195181301,9.78E+12
8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,1557091846,9.78E+12
8510,Who Was Thomas Jefferson?,Dennis Brindell Fradin-Nancy Harrison-John   O'Brien,4.06,448431459,9.78E+12
8515,The Man Who Listens to Horses,Monty Roberts-Lucy Grealy-Lawrence Scanlan,4.11,034542705X,9.78E+12
8520,Under Orders (Sid Halley  #4),Dick Francis,3.86,399154000,9.78E+12
8522,For Kicks,Dick Francis,3.98,425194981,9.78E+12
8523,Forfeit,Dick Francis,3.92,425201910,9.78E+12
8525,Dead Cert,Dick Francis,3.96,425194973,9.78E+12
8528,Rat Race,Dick Francis,3.94,425210766,9.78E+12
8529,Reflex,Dick Francis,4.06,425206955,9.78E+12
8532,Decider,Dick Francis,3.99,042519938X,9.78E+12
8533,Slay Ride,Dick Francis,3.79,425196739,9.78E+12
8536,Bonecrack,Dick Francis,3.97,425208850,9.78E+12
8537,Nerve,Dick Francis,4.02,515123463,9.78E+12
8538,Break In (Kit Fielding  #1),Dick Francis,4.03,425199932,9.78E+12
8540,Blood Sport,Dick Francis,3.87,425199169,9.78E+12
8541,Straight,Dick Francis,4.04,042520846X,9.78E+12
8542,10 lb Penalty,Dick Francis,3.89,042519745X,9.78E+12
8544,Trial Run,Dick Francis,3.82,425199835,9.78E+12
8545,Wild Horses,Dick Francis,3.91,425196747,9.78E+12
8546,Field of Thirteen,Dick Francis,3.73,042519499X,9.78E+12
8548,Driving Force,Dick Francis,3.96,449221393,9.78E+12
8551,Flying Finish,Dick Francis,3.93,515125601,9.78E+12
8552,Bolt (Kit Fielding  #2),Dick Francis,4.03,425202887,9.78E+12
8557,Come to Grief (Sid Halley  #3),Dick Francis,4,425207188,9.78E+12
8559,Enquiry,Dick Francis,3.94,425197050,9.78E+12
8568,Odds Against (Sid Halley  #1),Dick Francis,4.05,425198006,9.78E+12
8570,Bonecrack,Dick Francis,3.97,671428195,9.78E+12
8572,Banker,Dick Francis,4.04,718132386,9.78E+12
8574,Whip Hand (Sid Halley  #2),Dick Francis,4.08,425203549,9.78E+12
8582,The Dick Francis Treasury of Great Racing Stories,Dick Francis-John Welcome,3.78,449220494,9.78E+12
8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.21,399143068,9.78E+12
8586,Odds Against,Dick Francis,4.05,515125512,9.78E+12
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss-Bonnie Timmons,4.14,399244913,9.78E+12
8600,Eats  Shoots & Leaves: The Zero Tolerance Approach to Punctuation,Lynne Truss,3.87,1592402038,9.78E+12
8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.32,1861979339,9.78E+12
8614,The Spice and Herb Bible,Ian Hemphill-Kate Hemphill,4.25,778801462,9.78E+12
8627,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,393325172,9.78E+12
8628,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.96,393325539,9.78E+12
8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian-Simon Vance,4.32,786177837,9.78E+12
8632,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.8,60584084,9.78E+12
8643,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,3.77,415936845,9.78E+12
8645,Stanley Park,Timothy  Taylor,3.57,1582432902,9.78E+12
8646,Crow Lake,Mary Lawson,3.87,385337639,9.78E+12
8647,Shadow of the Giant (Ender's Shadow  #4),Orson Scott Card,3.99,1841492051,9.78E+12
8648,Xenocide (Ender's Saga  #3),Orson Scott Card-Piotr W. Cholewa,3.79,312861877,9.78E+12
8650,The Lost World (Jurassic Park #2),Michael Crichton,3.76,752224417,9.78E+12
